ID,scopus_name,scopus_id,grad_year
"Murray, Michael P.;lowa St;1974","Murray, Michael P.",7403583065,1974
"Murray, Noel;Pennsylvania State University;1990","Murray, Noel Martin",7201513379,1990
"Murray, Sheila;University of Maryland, College Park;1995","Murray, Sheila E.",7402406282,1995
"Murray, Tracy W.;Michigan State University;1969","Murray, Tracy W.",57050397200,1969
"Murray, William;Clark University;1973","Murray, L. William Bill",7202252609,1973
"Murrell, Audrey J.;University of Delaware;1987","Murrell, Audrey J.",7005168612,1987
"Murrell, Peter;University of Pennsylvania;1977","Murrell, Peter",7004326556,1977
"Murrmann, Kent F.;Michigan State University;1979","Murrmann, Kent F.",6507747429,1979
"Murry, William D.;Virginia Polytechnic Institute and State University;1993","Murry, William Dean",6602988306,1993
"Murshid, Antu;Rutgers University;2001","Murshid, Antu Panini",6506436001,2001
"Murtagh, Bruce;University of London","Murtagh, Bruce A.",57005567700,
"Murtagh, James P.;Rensselaer Polytechnic Institute","Murtagh, James P.",7102309974,
"Murtaza, Mirza;University of Houston;1992","Murtaza, Mirza B.",6603835589,1992
"Murtha, Thomas;New York University;1989","Murtha, Thomas P.",6602124477,1989
"Murthy, Ishwar;Texas A&M University;1987","Murthy, Ishwar",7005366914,1987
"Murthy, N. R. Vasudeva;Binghamton University;1975","Murthy, Vasudeva N.R.",9535189700,1975
"Murthy, Uday S.;Indiana University;1989","Murthy, Uday S.",7005957160,1989
"Murti, Gene;Illinois Institute of Technology;1971","Murti, Gene",6602714960,1971
"Murti, Vedula N.;University of Pennsylvania;1966","Murti, Vedula N.",57189654415,1966
"Murtuza, M. Athar (Art);Washington State University;1977","Murtuza, Athar",35362554000,1977
"Murtuza, M. Athar;Washington State University;1977","Murtuza, Athar",35362554000,1977
"Musazi, Buagu;Wayne State University;1997","Musazi, Buagu N.",22937942600,1997
"Muscarella, Chris J.;Purdue University;1983","Muscarella, Chris J.",7801367509,1983
"Mushinski, David;University of Wisconsin, Madison;1996","Mushinski, David W.",6507716785,1996
"Musila, Jacob;Dalhousie University","Musila, Jacob Wanjala",6507002847,
"Musoke, Moses;University of Wisconsin, Madison;1978","Musoke, Moses S.",6507198610,1978
"Mussell, Kay;lowa;1974","Mussell, Kay J.",57190480516,1974
"Mussell, Kay;University of Iowa;1974","Mussell, Kay J.",57190480516,1974
"Mustafa, Muhammad;Wayne State University;1988","Mustafa, Mohammad D.",55151753100,1988
"Mustard, David B.;University of Chicago;1997","Mustard, David B.",6602208598,1997
"Musto, David K.;University of Chicago;1995","Musto, David K.",7004491348,1995
"Musumeci, James J.;University of Texas at Austin;1987","Musumeci, Jim J.",6602214352,1987
"Mutchler, Jane F.;University of Illinois;1983","Mutchler, Jane F.",7003276819,1983
"Muth, John;University of Colorado;1978","Muth, John B.",7006198219,1978
"Muth, Richard F.;University of Chicago;1958","Muth, Richard F.",7007134369,1958
"Muthuswamy, Jayaram;University of Chicago;1990","Muthuswamy, Jayaram",6603725748,1990
"Mutti, John;University of Wisconsin, Madison;1974","Mutti, John H.",6603639382,1974
"Muuka, Gerry;University of Edinburgh;1992","Muuka, Gerry Nkombo",6507855494,1992
"Muzatko, Steven R.;University of Wisconsin, Madison;2000","Muzatko, Steven R.",7801637033,2000
"Muzatko, Steven;University of Wisconsin, Madison;2000","Muzatko, Steven R.",7801637033,2000
"Muzere, Mark;Washington University in St. Louis","Muzere, Mark L.",13004901700,
"Muzyka, Daniel;Harvard University;1989","Muzyka, Daniel F.",6603911334,1989
"Myers, Caitlin;University of Texas at Austin;2005","Myers, Caitlin Knowles",7202314013,2005
"Myers, Chris A.;University of Texas, Dallas","Myers, Chris Anthony",14032163200,
"Myers, Daniel A.;Vanderbilt University;1986","Myers, Daniel A.",56669272100,1987
"Myers, David H.;University of Washington;2001","Myers, David H.",8450286900,2001
"Myers, James H.;University of Southern California;1956","Myers, James H.",7402996579,1956
"Myers, James N.;University of Michigan;1997","Myers, James N.",7402996287,1997
"Myers, Joan K.;Syracuse University;1993","Myers, Joan K.",57191044906,1993
"Myers, Mary D.;University of Maryland, College Park;1988","Myers, Mary D.",7402142948,1999
"Myers, Patricia M.;University of Arizona;1995","Myers, Patricia M.",35574491000,1995
"Myers, Phyllis S.;University of South Carolina;1984","Myers, Phyllis S.",7201449593,1984
"Myers, Stewart C.;Stanford University;1967","Myers, Stewart C.",7402640677,1967
"Myerson, Roger B.;Harvard University;1976","Myerson, Roger B.",7005939120,1976
"Myring, Mark J.;Kent State University;2000","Myring, Mark J.",56422430500,2000
"Naadimuthu, G.;Kansas State University;1974","Naadimuthu, Govindasami",23164086200,1974
"Nabar, Malhar;Brown University;2005","Nabar, Malhar",23489821300,2005
"Nabar, Sandeep;University of Texas at Austin;1997","Nabar, Sandeep M.",55929101900,1997
"Nachbar, John;Harvard University;1988","Nachbar, John H.",6701796313,1988
"Nachman, David C.;Northwestern University;1973","Nachman, David C.",16407689600,1973
"Nachtmann, Robert;Indiana University;1981","Nachtmann, Robert",15747570200,1981
"Nadeau, Luc;University of Edinburgh;1993","Nadeau, Luc",7005620287,1993
"Nadenichek, Jon;University of Rochester;1996","Nadenichek, Jon",56636421700,1996
"Nadim, Abbas;University of Pennsylvania;1985","Nadim, Abbas",24491037900,1985
"Nadiri, M. Ishaq;University of California, Berkeley;1965","Nadiri, M. Ishaq",6603226704,1965
"Nadkarni, Sucheta;University of Kansas;2000","Nadkarni, Sucheta",7006714495,2000
"Nadler, Mark A.;Iowa State University;1983","Nadler, Mark A.",57012795500,1983
"Nadler, Paul S.;New York University;1958","Nadler, Paul S.",57190457525,1958
"Nafziger, E. Wayne;University of Illinois;1967","Nafziger, E. Wayne",6602844657,1967
"Nag, Barin N.;University of Maryland, College Park;1986","Nag, Barin N.",7007153554,1986
"Nag, Raja;University of Connecticut;1998","Nag, Raja",6602522250,1998
"Nag, Raja;University of Michigan;1998","Nag, Raja",6602522250,1998
"Nagar, Venkatesh (Venky);University of Pennsylvania;1999","Nagar, Venky",6602753855,1999
"Nagar, Venkatesh;University of Pennsylvania;1999","Nagar, Venky",6602753855,1999
"Nagarajan, Anuradha;University of Michigan;1996","Nagarajan, Anuradha",6701761316,1996
"Nagarajan, Nandu J.;Northwestern University;1984","Nagarajan, Nandu J.",7004203732,1984
"Nagase, Yoko;University of Oregon;1999","Nagase, Yoko",52664043900,1999
"Nagel, Stefan;University of London;2003","Nagel, Stefan",8932601600,2003
"Nagendra, Prashanth;Rutgers University;1995","Nagendra, Prashanth B.",6602449368,1995
"Nagle, Brian M.;Saint Louis University;1994","Nagle, Brian M.",15737350600,1994
"Nagy, Albert L.;University of Tennessee;1999","Nagy, Albert L.",35616835500,1999
"Nagy, Albert;University of Tennessee;1999","Nagy, Albert L.",35616835500,1999
"Nagy, Thomas;University of Texas at Austin;1974","Nagy, Thomas J.",7102141636,1974
"Nah, Fiona;University of British Columbia;1996","Nah, Fiona Fui Hoon",8967145400,1996
"Nahata, Babu L.;Northern Illinois University;1977","Nahata, Babu",6507212584,1977
"Nahavandi, Afsaneh;University of Utah;1983","Nahavandi, Afsaneh",7003700770,1983
"Naidu, G. N.;University of Iowa;1976","Naidu, G. N.",16492668700,1976
"Naidu, Shirisha;University of Massachusetts;2006","Naidu, Sirisha C.",25225645200,2006
"Naik, Narayan;Duke University;1991","Naik, Narayan Y.",56208455600,1991
"Nail, Lance A.;University of Georgia;1996","Nail, Lance",7003591228,1996
"Nainar, S. M. Khalid;University of Florida;1989","Nainar, S. M.Khalid",11042700000,1989
"Nair, Anil;New York University;1998","Nair, Anil",7103066131,1998
"Nair, R. D.;University of Michigan;1977","Nair, R. D.",57190241207,1977
"Nair, Suresh K.;Northwestern University;1989","Nair, Suresh K.",7402726349,1989
"Nair, Usha C.;Purdue University;1995","Nair-Reichert, Usha",6507894663,1995
"Naish, Howard F.;University of Southern California;1983","Naish, Howard F.",6507634365,1983
"Naito, Hisahiro;University of Michigan;1998","Naito, Hisahiro",7201588158,1998
"Najdawi, Mohammad;University of Pennsylvania;1989","Najdawi, Mohammad K.",6506964102,1989
"Naka, Atsuyuki;University of Arizona;1989","Naka, Atsuyuki",7005694672,1989
"Nakajima, Daisuke;Princeton University","Nakajima, Daisuke",55360892300,
"Nakamura, Masao;Johns Hopkins University;1972","Nakamura, Masao",8315110500,1972
"Nakhai, Behnam;Claremont McKenna College;1982","Nakhai, Behnam",24802584700,1982
"Naknoi, Kanda;Stanford University;2004","Naknoi, Kanda",24172768200,2004
"Nale, Robert D.;University of Mississippi;1984","Nale, Robert D.",37091351900,1984
"Nam, Kiseok;Texas A&M University;1997","Nam, Kiseok",55436547300,1998
"Nam, Kiseok;Texas A&M University;1998","Nam, Kiseok",55436547300,1998
"Nam, Sang-Oh;Seoul National University;1981","Nam, Sang-oh",57736108400,1981
"Nam, Sang;University of Oregon;1991","Nam, Sang-hoon",7402275927,1991
"Nam, Young Ho;Michigan State University;1990","Nam, Youngho",24759041900,1990
"Namit, Kal;University of Wisconsin, Madison;1978","Namit, Kal",6506164517,1978
"Namoro, Soiliou;SUNY;2002","Namoro, Soiliou Daw",23989139900,2002
"Nance, Jon R.;University of Georgia;1981","Nance, Jon R.",7003966081,1981
"Nanda, Dhananjay (DJ);University of Rochester;1997","Nanda, Dhananjay D.J.",7004350645,1997
"Nanda, Sudhir;University of Massachusetts;1992","Nanda, Sudhir",7102719200,1992
"Nanda, Vikram K.;University of Chicago;1991","Nanda, Vikram K.",7005492837,1991
"Nandy, Debarshi;Boston College;2004","Nandy, Debarshi K.",7003530316,2004
"Nanni, Alfred J. Jr.;University of Massachusetts;1981","Nanni, Alfred J.",24496726300,1981
"Nantell, Timothy J.;University of Wisconsin, Madison;1971","Nantell, Timothy J.",56914910300,1971
"Nantz, Kathryn A.;Purdue University;1987","Nantz, Kathryn A.",24348705200,1987
"Napier, H. Albert;University of Texas at Austin;1971","Napier, H. Albert",6602565594,1971
"Napier, N. Albert;University of Texas at Austin;1971","Napier, H. Albert",6602565594,1971
"Napier, Nancy K.;Ohio State University;1981","Napier, Nancy Knox",6601996966,1981
"Naples Layish, Dina;CUNY, Baruch College;2001","Layish, Dina Naples",6602210772,2001
"Naples, Michele I.;University of Massachusetts;1982","Naples, Michele I.",6602171899,1982
"Napoleon, Karen J.;Georgia Institute of Technology;1997","Napoleon, Karen",7801504227,1997
"Naquin, Charles;Northwestern University;1999","Naquin, Charles E.",6603593362,1999
"Naqvi, Nadeem;Southern Methodist University;1984","Naqvi, Nadeem",16459834600,1984
"Naranjo, Andy;Claremont McKenna College;1993","Naranjo, Andy",7003297409,1993
"Narapareddy, V.;University of Illinois;1987","Narapareddy, Vijaya",57194796931,1987
"Narasimha, P. N. Subba;New York University;1990","Narasimha, Subba",56789811200,1990
"Narasimhan, Ramesh;Virginia Polytechnic Institute and State University;1988","Narasimhan, Ramesh",36010780600,1988
"Narayana, Chem;University of Iowa;1972","Narayana, Chem L.",24796284400,1972
"Narayanamoorthy, Gans;University of Rochester;2002","Narayanamoorthy, Ganapathi (Gans)",14067667100,2002
"Narayanan, M. P.;Northwestern University;1983","Narayanan, M. P.",7006307333,1983
"Narayanan, Rajesh P.;Florida State University;1996","Narayanan, Rajesh P.",7202724033,1996
"Narayanan, Ranga;New York University;1992","Narayanan, Ranga",7202724042,1992
"Narayanan, V. G.;Stanford University;1996","Narayanan, V. G.",56854815700,1996
"Narayanaswamy, C. R.;Temple University;1984","Narayanaswamy, C. R.",15078188100,1984
"Nardari, Federico;Washington University in St. Louis;1999","Nardari, Federico",6507224180,1999
"Narula, Subhash C.;University of Iowa;1971","Narula, Subhash C.",7006915511,1971
"Narwold, Andrew;University of California, Santa Barbara;1991","Narwold, Andrew J.",24290722900,1991
"Nas, Tevfik F.;Florida State University;1977","Nas, Tevfik F.",6602783239,1977
"Naser, Kamal;Cardiff University;1990","Naser, Kamal",6601969487,1990
"Nash, Claire;University of Mississippi;1999","Nash, Claire Y.",8283317100,1999
"Nash, Robert C.;University of Georgia;1994","Nash, Robert C.",7201374398,1994
"Nasierowski, Wojciech;University of Warsaw","Nasierowski, Wojciech",6603078302,
"Nasif, Ercan;University of North Texas;1988","Nasif, Ercan G.",56957173800,1988
"Nasir, ABM;University of Wisconsin, Milwaukee;2001","Nasir, A. B.M.",7003695273,2001
"Nasir, Abm;University of Wisconsin, Milwaukee;2001","Nasir, A. B.M.",7003695273,2001
"Nason, Stephen;University of Southern California;1994","Nason, Stephen W.",6603351917,1994
"Nasseh, Alireza;Michigan State University;1982","Nasseh, Alireza",55940512500,1982
"Nasser, Alan;Indiana University;1971","Nasser, Alan G.",7005686593,1971
"Nast, Donald A.;Pennsylvania State University;1975","Nast, Donald A.",57189174937,1975
"Nataraj, Sita;Stanford University;2002","Nataraj, Sita",6603315150,2002
"Natarajan, R. (Nat);University of Kansas;1984","Natarajan, Nat",56720116300,1984
"Natarajan, Ram;University of Pennsylvania;1992","Natarajan, Ramachandran",57213453692,1992
"Natarajan, Ramachandran;University of Pennsylvania;1992","Natarajan, Ramachandran",57213453692,1992
"Nath, Hiranya;Southern Methodist University;2003","Nath, Hiranya K.",56254259400,2003
"Nath, Raghu;Massachusetts Institute of Technology;1965","Nath, Raghu",36880473500,1965
"Nathan, Alli;Queen's University;1990","Nathan, Alli",7102256629,1990
"Nathan, Jay;University of Cincinnati;1980","Nathan, Jay",55296461800,1980
"Nathan, Kevin S.;University of Oregon;1984","Nathan, Kevin S.",7004694007,1984
"Nathan, Maria;University of Wisconsin, Madison","Nathan, Maria L.",7102650920,
"Nathan, Siva;University at Buffalo;1988","Nathan, Siva",7005532659,1988
"Natiello, Thomas A.;Michigan State University;1966","Natiello, Thomas A.",7801655108,1966
"Natke, Paul A.;University of Notre Dame;1982","Natke, Paul A.",6506101157,1982
"Naughton, Gail K.;New York University;1981","Naughton, Gail K.",7004125578,1981
"Naughton, Thomas J.;University at Buffalo;1982","Naughton, Thomas J.",35874839000,1982
"Naughton, Tony;Birmingham University","Naughton, Tony",7004850302,1995
"Naughton, Tony;Birmingham University;1995","Naughton, Tony",7004850302,1995
"Naumann, Stefanie;Louisiana State University;1998","Naumann, Stefanie E.",7006547405,1998
"Naumes, Williams;Stanford University;1971","Naumes, William",6506563007,1971
"Navarro, Peter;Harvard University;1986","Navarro, Peter",7102147066,1986
"Navarro, Salvador;University of Chicago;2005","Navarro, Salvador",15127835500,2005
"Naveen, Lalitha;Arizona State University;2001","Naveen, Lalitha",11439491700,2001
"Navin, John;Michigan State University","Navin, John C.",55960518800,
"Navin, John;Michigan State University;1992","Navin, John C.",55960518800,1992
"Navissi, Farshid;University of Auckland;1995","Navissi, Farshid",12789140100,1995
"Navratil, Frank J.;University of Notre Dame;1974","Navratil, Frank J.",24496646600,1974
"Nawalkha, Sanjay K.;University of Massachusetts;1990","Nawalkha, Sanjay K.",7801637298,1990
"Nawrocki, David N.;Pennsylvania State University;1976","Nawrocki, David N.",6602423256,1976
"Naya, Seiji;University of Wisconsin, Madison;1966","Naya, Seiji F.",6701329256,1966
"Nayar, Nandkumar;University of Iowa;1988","Nayar, Nandkumar (Nandu)",6602104149,1988
"Nayebpour, Mohamad;University of Louisiana, Lafayette;1990","Nayebpour, Mohamad R.",6603602945,1990
"Nayyar, Praveen;University of Michigan;1988","Nayyar, Praveen R.",6602739074,1988
"Nazemzadeh, Asghar;Florida State University;1983","Nazemzadeh, Asghar",57191450444,1983
"Ndikumana, Leonce;Washington University in St. Louis;1996","Ndikumana, Léonce",6602487974,1996
"Ndubizu, Gordian A.;Temple University;1985","Ndubizu, Gordian A.",6507732744,1985
"Neal, Derek A.;University of Virginia;1992","Neal, Derek A.",7201588970,1992
"Neal, Judith A.;Yale University;1985","Neal, Judi A.",7202005924,1985
"Neal, Larry;University of California, Berkeley;1968","Neal, Larry",55833487200,1968
"Neal, Robert S.;University of Chicago;1987","Neal, Robert",7102387481,1987
"Neal, Terry L.;University of Tennessee;1998","Neal, Terry L.",7006844455,1998
"Neale, M. A.;University of Texas at Austin;1982","Neale, Margaret Ann",7101888156,1982
"Near, Janet P.;University at Buffalo;1977","Near, Janet P.",7003859400,1977
"Neave, Edwin H.;University of California, Berkeley;1968","Neave, Edwin Harold",6602950924,1968
"Nechyba, Thomas;University of Rochester;1994","Nechyba, Thomas J.",6603663191,1994
"Neck, Christopher P.;University of Arizona;1993","Neck, Christopher P.",6602709422,1993
"Needles, Belverd E. Jr.;University of Illinois;1969","Needles, Belverd E.",8264950700,1969
"Neel, C. Warren;University of Alabama;1969","Neel, C. Warren",6602845701,1969
"Neelakantan, P.;University at Buffalo;1992","Neelakantan, Parvati",57217824642,1992
"Neeley, Lynn;University of Tennessee;1987","Neeley, Lynn",6505840746,1987
"Neely, Walter P.;University of Georgia;1974","Neely, Walter P.",7006880281,1974
"Neeman, Zvika;Northwestern University;1995","Neeman, Zvika",7004365245,1995
"Nehari-Talet, Amine;Tlemcen;2002","Talet, Amine Nehari",35180158400,2002
"Nehmer, Robert A.;University of Illinois;1988","Nehmer, Robert A.",55211704500,1988
"Neibergs, Shannon;Texas A&M University;1993","Neibergs, J. Shannon",6507441196,1993
"Neider, Linda L.;University at Buffalo;1979","Neider, Linda L.",24526343200,1979
"Neidermeyer, Adolph A. (Ade);University of Iowa;1974","Neidermeyer, Adolph A.",55294624600,1974
"Neidermeyer, Adolph A.;University of Iowa;1974","Neidermeyer, Adolph A.",55294624600,1974
"Neidermeyer, Presha E.;Virginia Commonwealth University;1996","Neidermeyer, Presha E.",6507612640,1997
"Neidermeyer, Presha E.;Virginia Commonwealth University;1997","Neidermeyer, Presha E.",6507612640,1997
"Neil, Thomas C.;University of Florida;1970","Neil, Thomas C.",6603563103,1970
"Neill, John D. III;University of Florida;1990","Neill, John D.",35330594700,1990
"Neill, Jon R.;University of Pittsburgh;1983","Neill, Jon R.",7101827438,1983
"Neilsen, Eric H.;Harvard University;1970","Neilsen, Eric H.",23019250100,1970
"Neilsen, Richard P.;Syracuse University;1972","Neilsen, Richard P.",57168301400,1972
"Neilson, William S.;University of California, San Diego;1988","Neilson, William",57221939269,1988
"Neimark, Marilyn D.;New York University;1983","Neimark, Marilyn Kleinberg",24523225800,1983
"Nejadmalayeri, Ali;University of Arizona;2001","Nejadmalayeri, Ali Reza",55925893200,2001
"Nel, Stanley D.;University of Cape Town;1980","Nel, S. D.",16500414900,1980
"Nelling, Edward F.;University of Pennsylvania;1993","Nelling, Edward F.",6602596210,1993
"Nelsen, Bonalyn J.;Cornell University;1997","Nelsen, Bonalyn J.",6602509743,1997
"Nelson, Beverly H.;Louisiana State University;1982","Nelson, Beverly H.",57189172915,1982
"Nelson, Carl W.;University of Manchester;1978","Nelson, Carl W.",57215726502,1978
"Nelson, Charles","Nelson, Charles H.",7403704332,
"Nelson, Charles R.;University of Wisconsin, Madison;1969","Nelson, Charles R.",7403703776,1969
"Nelson, David M.;University of Oregon;1975","Nelson, David M.",57199224829,1975
"Nelson, Debra L.;University of Texas at Austin;1985","Nelson, Debra L.",7404329949,1985
"Nelson, Douglas R.;University of North Carolina;1981","Nelson, Douglas",7404329531,1981
"Nelson, Forrest D.;University of Rochester;1975","Nelson, Forrest D.",15519723300,1975
"Nelson, George W. Jr.;University of North Texas;1988","Nelson, George",36914506200,1988
"Nelson, H. James;University of Colorado;1998","Nelson, H. James",7402584267,1998
"Nelson, Irvin T.;University of Nebraska;1992","Nelson, Irvin Tom",7005443405,1992
"Nelson, Jack M.;University of Pennsylvania;1987","Nelson, Jack E.",57198974616,1987
"Nelson, James M.;University of Arizona;1999","Nelson, James M.",7404795462,1999
"Nelson, Jeryl;University of Nebraska;2000","Nelson, Jeryl L.",7404795298,2000
"Nelson, John P.;University of Kentucky;1968","Nelson, John",57200235001,1968
"Nelson, Jon P.;University of Wisconsin, Madison;1970","Nelson, Jon P.",35771175100,1970
"Nelson, Karen K.;University of Michigan;1996","Nelson, Karen K.",7403228033,1996
"Nelson, Kay;University of Texas at Austin;1995","Nelson, Kay M.",56701702700,1995
"Nelson, Klara;Florida State University;1995","Nelson, Klara G.",7403227819,1995
"Nelson, Mark W.;Ohio State University;1990","Nelson, Mark W.",7403461219,1990
"Nelson, Martha;University of Pittsburgh;1990","Nelson, Martha",56304678100,1990
"Nelson, Michael A.;Purdue University;1980","Nelson, Michael A.",13410387100,1980
"Nelson, Morton;University of Bradford;1986","Nelson, Morton",7403461648,1986
"Nelson, Nels E.;University of Connecticut;1972","Nelson, Nels E.",23969431400,1972
"Nelson, Paul A.;University of Wisconsin, Madison;1974","Nelson, Paul A.",57207049658,1974
"Nelson, Paul S.;Texas A&M University;1985","Nelson, Paul S.",55085293300,1985
"Nelson, Randy A.;University of Illinois;1979","Nelson, Randy A.",55451985600,1979
"Nelson, Ray;University of California, Berkeley;1981","Nelson, Ray D.",7404559716,1981
"Nelson, Reed;Cornell University;1983","Nelson, Reed Elliot",7404561046,1983
"Nelson, Teresa;University of Illinois;1998","Nelson, Teresa D.",15924106800,1998
"Nelson, Theron R.;Georgia State University;1983","Nelson, Theron R.",7401431415,1983
"Nelson, Toni L.;University of Oregon;1992","Nelson, Toni",7401431441,1992
"Nelson, Walt A.;University of Georgia;1992","Nelson, Walt A.",55293598800,1992
"Nelson, Wayne;University of Arkansas;1978","Nelson, Wayne E.",7401694432,1978
"Nelson, William B.;Rice University;1974","Nelson, William B.",7401694015,1974
"Nemati, Hamid;University of Georgia;1997","Nemati, Hamid R.",6603053669,1997
"Nemetz, Peter;Harvard University;1973","Nemetz, Peter N.",7003394521,1973
"Nemiroff, Howard;Concordia University;1996","Nemiroff, Howard B.",23091226500,1996
"Nemitz, William C.;Boston College;1979","Nemitz, William C.",24441477900,1979
"Neo, Boon Siong;University of Pittsburgh;1989","Neo, Boonsiong",6603412693,1989
"Neral, John A.;University of Pittsburgh;1989","Neral, John",57190107539,1989
"Nerkar, Atul;University of Pennsylvania;1998","Nerkar, Atul A.",6602374185,1998
"Nesbit, Todd M.;West Virginia University;2004","Nesbit, Todd M.",26423929500,2004
"Nesiba, Reynold F.;University of Notre Dame;1995","Nesiba, Reynold F.",6506347588,1995
"Nesiba, Reynold;University of Notre Dame;1995","Nesiba, Reynold F.",6506347588,1995
"Neslin, Scott A.;Massachusetts Institute of Technology;1978","Neslin, Scott A.",6603116244,1978
"Nesslein, Thomas S.;University of Washington;1992","Nesslein, Thomas S.",6506673606,1992
"Netter, Jeffry M.;Ohio State University;1988","Netter, Jeffry M.",7007004458,1988
"Netusil, Noelwah  R.;University of Illinois;1992","Netusil, Noelwah R.",6602874617,1992
"Netusil, Noelwah R.;University of Illinois;1992","Netusil, Noelwah R.",6602874617,1992
"Netz, Janet S.;University of Michigan;1992","Netz, Janet S.",7003594755,1992
"Netzer, Dick;Harvard University;1952","Netzer, Dick",7004676212,1952
"Neu, Dean;Queen's University;1989","Neu, Dean",6701826464,1989
"Neubaum, Donald;Georgia State University;1998","Neubaum, Donald O.",6602642757,1998
"Neuberger, Anthony;University of London;1991","Neuberger, Anthony John",9839708300,1991
"Neuberger, Egon;Harvard University;1958","Neuberger, Egon",24307280600,1958
"Neubert, Mitchell;University of Iowa","Neubert, Mitchell J.",7102431700,
"Neufeld, John L.;University of Michigan;1975","Neufeld, John L.",7005470709,1975
"Neuman, Joel H.;University at Albany;1990","Neuman, Joel H.",7005527319,1990
"Neuman, K.;University of Notre Dame","Neuman, Kevin D.",24335648200,
"Neumann, Bruce R.;University of Illinois;1975","Neumann, Bruce R.",57194862639,1975
"Neumann, Frederick L.;University of Chicago;1967","Neumann, Fred",7202219439,1967
"Neumann, George R.;Northwestern University;1974","Neumann, George R.",7202631841,1974
"Neumann, Hillar Jr.;Rutgers University;1986","Neumann, Hillar",56084348200,1986
"Neumann, John J.;Boston University;2003","Neumann, John J.",23005723100,2003
"Neumann, John;Boston University","Neumann, John J.",23005723100,2003
"Neumann, Rebecca;University of Colorado;2000","Neumann, Rebecca M.",7202469559,2000
"Neumann, Yoram;Cornell University;1976","Neumann, Yoram",7004145460,1976
"Neumark, David B.;Harvard University;1987","Neumark, David",57203256449,1987
"Neumeyer, Pablo Andres;Columbia University;1992","Neumeyer, Pablo A.",6507265258,1992
"Neun, Stephen P.;University of Connecticut;1988","Neun, Stephen P.",13611916600,1988
"Neun, Stephen;University of Connecticut;1988","Neun, Stephen P.",13611916600,1988
"Neves, Joao M.M. dos Santos;University of Pennsylvania;1984","Neves, João S.",16430122900,1984
"Nevo, Aviv;Harvard University;1997","Nevo, Aviv",7003322815,1997
"New, J. Randolph;Arizona State University;1978","New, J. Randolph",24449732100,1978
"Newark, John;University of Toronto","Newark, John",14829310600,
"Newberry, Kaye J.;Arizona State University;1994","Newberry, Kaye J.",6603841445,1994
"Newberry, Susan;University of Canterbury;2002","Newberry, Susan M.",22951159300,2002
"Newbould, Gerald D.;University of Liverpool","Newbould, Gerald D.",6506134041,
"Newburger, Harriet B.;University of Wisconsin, Madison;1984","Newburger, Harriet B.",6508047041,1984
"Newburry, William;New York University;2000","Newburry, William E.",6602809002,2000
"Newcomer, Julia;University of North Texas;1989","Newcomer, Julia D.",55975003800,1989
"Newcomer, Kathryn E.;University of Iowa;1978","Newcomer, Kathryn E.",7003897283,1978
"Newell, Gale E.;Michigan State University;1968","Newell, G. E.",7102983037,1968
"Newell, Stephanie E.;University of Massachusetts;1989","Newell, Stephanie E.",36815358400,1989
"Newell, William T.;University of Texas at Austin;1962","Newell, William T.",7006327670,1962
"Newey, Whitney K.;Massachusetts Institute of Technology;1983","Newey, Whitney K.",6603072064,1983
"Newman, Andrew F.;Harvard University;1989","Newman, Andrew F.",7201587289,1989
"Newman, D. Paul;University of Texas at Austin;1977","Paul Newman, D.",36867063300,1977
"Newman, Harry A.;Northwestern University;1984","Newman, Harry A.",25223693600,1984
"Newman, Jerry M.;University of Minnesota;1974","Newman, Jerry M.",20735059800,1974
"Newman, Larry M.;Pennsylvania State University;1981","Newman, Larry M.",24788531200,1981
"Newman, Michael;Bcolom","Newman, Mike",35512083800,
"Newman, Robert J.;University of California, Los Angeles;1980","Newman, Robert J.",7401856097,1980
"Newman, Scott G.;University of Texas at Austin;1986","Newman, Scott",7402546063,1986
"Newman, Scott;University of Texas at Austin;1986","Newman, Scott",7402546063,1986
"Newman, William E.;University of Iowa;1988","Newman, William Rocky",7202790626,1988
"Newman, William;University of Canterbury;1986","Newman, William A.",36841145000,1986
"Newmark, Craig M.;University of California, Los Angeles;1984","Newmark, Craig M.",7003689472,1984
"Newmark, Richard I.;University of Miami;1996","Newmark, Richard I.",22939174200,1996
"Newmiller, Clyde E.;Texas A&M University;1972","Newmiller, Clyde E.",6507677339,1972
"Newport, Stephanie;University of Texas at Austin;1990","Newport, Stephanie",24303112100,1990
"Newport, Stephanie;University of Texas, Arlington;1990","Newport, Stephanie",24303112100,1990
"Newsom, Paul","Newsom, Paul D.",35753342900,
"Newson, E. F. Peter;Massachusetts Institute of Technology","Newson, E. F Peter",7003295880,
"Newstrom, John W.;University of Minnesota;1971","Newstrom, John W.",6506796171,1971
"Newton, David;Nottingham University","Newton, David P.",37019291000,1979
"Newton, David;University of Salford;1979","Newton, David P.",37019291000,1979
"Newton, Grant W.;New York University;1974","Newton, Grant",24169220300,1974
"Newton, James E.;Ohio State University","Newton, James D.",24388952100,
"Newton, James E.;Ohio State University;1997","Newton, James E.",56971812500,1997
"Neyhart, Charles A.;Pennsylvania State University;1973","Neyhart, Charles A.",24488606200,1973
"Neyman, Abraham;Hebrew University of Jerusalem;1977","Neyman, Abraham",7004398575,1977
"Neymotin, Florence;University of California, Berkeley;2006","Neymotin, Florence",26432789200,2006
"Ng, Angela;Stanford University;1997","Ng, Angela",7202763713,1997
"Ng, C. K. Allen","Ng, C. K.",56664628500,
