dep,name,rank,area,degree,grad_year,school,since,annotation
Seattle Pacific University,"Surdyk, Lisa",Assoc,G,PHD,91,U Wash,1991,
Seton Hall University,"Kucsma, Kristin",,,MA,93,Rutgers,2000,
Seton Hall University,"Boroff, Karen",Dean$,Mgt,PHD,91,Columbia,9-91,
Seton Hall University,"Dall, John J. Jr.",C-Pr,,PHD,68,Penn,1969,
Seton Hall University,"Ketkar, Kusum",Prof,,PHD,80,Vanderbilt,1983,
Seton Hall University,"Ikpoh, Andrew",Assoc,,PHD,88,Columbia,1984,
Seton Hall University,"Kant, Chander",Assoc,,PHD,80,So Meth,1987,
Shenandoah University,"Harrison, Stanley E.",Dean,,PHD,89,OSU,1999,
Shenandoah University,"Pavsek, Daniel A.",Prof,,PHD,81,Case Wes,1992,
Shenandoah University,"Thies, Clifford F.",Prof,,PHD,82,Boston C,1992,
Shepherd College,"Reid, Kathleen A.",C-Pr,,PHD,86,Penn St,1983,
Shepherd College,"Johnson, E. William",Prof,,PHD,74,Virginia,1971,
Shepherd College,"Phillips, Edward S.",Prof,,PHD,70,Colorado,1974,
Shepherd College,"Kinney, Kinney",Assoc,,PHD,85,Maryland,1994,
Shepherd College,"Schultz, John A.",Assoc,,PHD,85,S Carol,1988,
Shippensburg University,"Finucane, Brendan P.",C-Pr,,PHD,82,Pittsburgh,1982,
Shippensburg University,"Bastin, Hamid",Prof,,PHD,89,Geo St,1989,
Shippensburg University,"Lee, Daniel Y.",Prof,,PHD,86,Pittsburgh,1986,
Shippensburg University,"Mathis, Stephen A.",Prof,,PHD,79,Iowa St,1979,
Shippensburg University,"Posatko, Robert C.",Prof,,PHD,75,Penn St,1981,
Shippensburg University,"Reinwald, Thomas P.",Prof,,PHD,73,Illinois,1974,
Shippensburg University,"Koscianski, Janet L.",Assoc,,PHD,90,S Illinois,1990,
Siena College,"Conway, Thomas E. Jr.",Dean,Atg,PHD,98,Maryland,1999,
Siena College,"Trees, W. Scott",C-As,,PHD,94,Notre Dm,9-85,
Siena College,"Howe, Edward T.",Prof,,PHD,73,SUNY-Alb,,
Siena College,"Reinhart, Blaise F.",Prof,,PHD,62,Catholic,,
Siena College,"Shirey, Richard L.",Assoc,,PHD,94,SUNY-Alb,9-79,
Simmons College,"Basch, Donald L.",C-Pr,DL,PHD,77,Yale,1980,
Simmons College,"Biewener, Carole",Prof,O,PHD,89,Mass,1987,
Simmons College,"Sawtelle, Barbara A.",Prof,E,PHD,76,MIT,1970,
Simmons College,"Aoki, Masato",Asst,EB,PHD,95,Mass,1994,
Simmons College,"Sohrabji, Niloufer",Asst,FC,PHD,0,Boston C,1999,
Simpson College,"Schmidt, Thomas",C-,MG,PHD,1,St Louis,1999,
Simpson College,"Colella, Francis J.",Prof,BEFN,PHD,73,Fordham,1977,
Simpson College,"Mueller, Marilyn",Prof,Law,JD,81,Drake,1986,
Simpson College,"Palmieri, James",Asst,DHIJ,PHD,95,Indiana,1997,
Skidmore College,"Baum, Sandra R.",C-Pr,,PHD,81,Columbia,1987,
Skidmore College,"Rotheim, Roy J.",Prof,,PHD,77,Rutgers,1980,
Skidmore College,"Jones, Robert J.",Assoc,,PHD,78,Columbia,1973,
Skidmore College,"Koechlin, Tim",Assoc,,PHD,89,Mass,1988,
Skidmore College,"Odekon, Mehmet A.",Assoc,,PHD,77,SUNY-Alb,1983,
Skidmore College,"Chiteji, Ngina",Asst,,PHD,99,N Carol,1999,
Skidmore College,"Flores-Guri, Daniel",Asst,,PHD,1,Boston,2001,
Skidmore College,"Haynes, Curtis Jr.",Asst,,PHD,93,Mass,2001,
Skidmore College,"Vargha, Linda",Asst,,PHD,99,Wisconsin,1999,
Slippery Rock University,"Russell, Bruce",Dean,,,,,,
Slippery Rock University,"Culp, David B.",C-Ac,AEN,PHD,96,S Illinois,1978,
Slippery Rock University,"Tannery, Frederick J.",Assoc,ACDJ,PHD,80,Pittsburgh,1981,
Slippery Rock University,"Valencia, Jesus M.",Asst,ACFJ,PHD,88,Pittsburgh,1983,
Smith College,"Kaufman, Roger T.",C-Pr,EIJ,PHD,78,MIT,1983,
Smith College,"Aldrich, Mark",Prof,JLN,PHD,69,Tx-Austin,1968,
Smith College,"Bartlett, Randall",Prof,AHR,PHD,71,Stanford,1979,
Smith College,"Buchele, Robert",Prof,CAJP,PHD,76,Harvard,1977,
Smith College,"Haas-Wilson, Deborah",Prof,DIL,PHD,83,Berkeley,1984,
Smith College,"Leonard, Frederick H.",Prof,AEG,PHD,66,Michigan,1966,
Smith College,"Pfeifer, Karen",Prof,BNOP,PHD,81,American,1979,
Smith College,"Reinhardt, Nola",Prof,OPQ,PHD,81,Berkeley,1981,
Smith College,"Savoca, Elizabeth A.",Prof,CEIT,PHD,82,Berkeley,1982,
Smith College,"Staelin, Charles P.",Prof,ACDF,PHD,71,Michigan,1981,
Smith College,"Zimbalist, Andrew",Prof,CJLP,PHD,74,Harvard,1974,
Smith College,"Mahdavi, Mahnaz",Assoc,FGM,PHD,86,Michigan,1985,
Smith College,"Riddell, Thomas A.",Assoc,AHNO,PHD,75,American,1980,
Smith College,"Davis, Lewis",Asst,AFO,PHD,99,N Carol,2001,
Smith College,"Miller, James",Asst,ADK,PHD,97,Chicago,1996,
Smith College,"O'Sullivan, Roisin",Asst,AEG,PHD,2,Ohio St,2002,
Smith College,"Spence, Ardith",Asst,DHIQ,PHD,0,Chicago,2001,
Sonoma State University,"Clarke, T. K.",Dean$,Mgt,PHD,79,Illinois,1987,
Sonoma State University,"Hosseini, Ahmad",Dean,Atg,PHD,72,Missouri,1999,
Sonoma State University,"Lewis, Stephen D.",C-Pr,CE,PHD,69,Ca-SnBarb,1983,
Sonoma State University,"Ben-Zion, Barry",Emer,2000,PHD,73,Oregon,1969,
Sonoma State University,"Benito, Carlos",Prof,FO,PHD,73,Ca-Davis,1990,
Sonoma State University,"Garlin, Victor A.",Emer,2001,PHD,65,Berkeley,1970,
Sonoma State University,"Hayes, Sue E.",Prof,Q,PHD,75,Berkeley,1974,
Sonoma State University,"Cuellar, Steven",Asst,DJ,PHD,98,Tx A&M,2001,
Sonoma State University,"Eyler, Robert",Asst,E,PHD,98,Ca-Davis,1998,
Sonoma State University,"Olmsted, Jennifer",Asst,J,PHD,94,Ca-Davis,2003,
University of the South,"Seiters, J. Douglas",Dean$,,PHD,75,Fla St,,
University of the South,"Hendrickson, Jill K.",C-Pr,EGC,PHD,94,Notre Dm,1995,
University of the South,"Gottfried, Robert Richard",Prof,OQR,PHD,81,N Carol,,
University of the South,"Ingles, Jerry Lee",Prof,BL,PHD,75,Cornell,,
University of the South,"Mohiuddin, Yasmeen",Prof,FOE,PHD,83,Vanderbilt,,
University of the South,"Williams, E. Douglass",Assoc,,PHD,90,Nrthwstrn,,
University of the South,"Bradbury, John-Charles",Asst,,PHD,0,GeoMason,,
University of the South,"McDonough, Christopher M.",Asst,,PHD,96,N Carol,,
University of South Alabama,"Moore, Carl C.",Dean,Mgt,PHD,70,Alabama,1971,
University of South Alabama,"Moak, Donald L.",C-Pr,Fnce,PHD,74,Miss,9-93,
University of South Alabama,"Chang, Semoon",Prof,M,PHD,71,Fla St,1972,
University of South Alabama,"Filer, John E.",Prof,G,PHD,77,Chicago,1987,
University of South Alabama,"Swofford, James L.",Prof,E,PHD,81,Florida,1984,
University of South Alabama,"Forbus, Philip R.",Assoc,AD,PHD,78,Arkansas,1978,
University of South Alabama,"Tuttle, Markland",Asst,E,PHD,3,Tennessee,2003,
University of South Alabama,"Simpson, Barry",Inst,,,,Auburn,2003,
Univ So Carolina at Aiken,"Byington, J. Ralph",H-Pr,Atg,PHD,85,Arkansas,2003,
Univ So Carolina at Aiken,"Shelburn, Marsha",Prof,,PHD,80,N Carol,1980,
Univ So Carolina at Aiken,"Porca, Sanela",Asst,,PHD,2,Tennessee,2002,
Univ of South Carolina,"Martin, Randolph C.",C-Pr,,PHD,71,Wash U,1970,
Univ of South Carolina,"Addison, John T.",Prof,,PHD,71,London,,
Univ of South Carolina,"Blackburn, McKinley L.",Prof,,PHD,87,Harvard,1987,
Univ of South Carolina,"Breger, Gerald E.",Emer,,PHD,64,Arkansas,,
Univ of South Carolina,"Carlsson, Robert J.",Prof,,PHD,64,Rutgers,,
Univ of South Carolina,"Clower, Robert W.",Emer,,DLIT,78,Oxford,1986,Hugh C. Lane Professor of Economics
Univ of South Carolina,"Cohn, Elchanan",Prof,,PHD,68,Iowa St,,
Univ of South Carolina,"Kiker, B. F.",Prof,,PHD,65,Tulane,1971,Jeff B. Bates Professor of Public Administration & Finance
Univ of South Carolina,"Liles, W. Pierce",Prof,,PHD,72,S Carol,,
Univ of South Carolina,"Putnam, William F.",Emer,,MS,57,S Carol,,
Univ of South Carolina,"Wilder, Ronald P.",Prof,,PHD,69,Vanderbilt,1987,
Univ of South Carolina,"Boucher-Breuer, Janice L.",Assoc,,PHD,87,N Carol,1987,
Univ of South Carolina,"Chappell, Henry W.",Assoc,,PHD,79,Yale,1980,
Univ of South Carolina,"McDermott, John H.",Assoc,,PHD,79,Brown,1983,
Univ of South Carolina,"Phillips, William H.",Assoc,,PHD,80,MIT,1979,Director Undergraduate Studies
Univ of South Carolina,"Rawson, William S.",Emer,,PHD,67,Duke,1967,
Univ of South Carolina,"Johnson, Eric",Asst,,PHD,97,Ca-SnDgo,8-98,
Univ of South Carolina,"McInnes, Melayne M.",Asst,,PHD,98,Yale,8-97,
Univ of South Carolina,"Woodward, Doug P.",Asst,,PHD,86,Tx-Austin,,"Director, Division of Research"
Univ of South Carolina,"Balch, Donald C.",Lect,AD,MA,88,S Carol,8-84,
Univ of South Carolina,"Bradley, James Jr.",DLect,AHM,CHPL,70,N Carol,9-74,
U South Carolina at Spartanb,"Tanyel, Faruk I.",C-Pr,Mktg,PHD,83,Tennessee,1981,
U South Carolina at Spartanb,"Jilling, Michael",Prof,ACMF,PHD,76,S Carol,1975,
U South Carolina at Spartanb,"Word, William R.",Prof,ADEJ,PHD,70,Tennessee,1998,
U South Carolina at Spartanb,"Reese, James W.",Assoc,AFPH,PHD,73,Tennessee,1982,
U South Carolina at Spartanb,"Rook, Sarah P.",Assoc,ADEQ,PHD,80,N Car St,1980,
U South Carolina at Spartanb,"Jolly, Eric S.",Asst,A,MA,,Ohio U,1968,
South Carolina St University,"Adams, Barbara L.",Dean$,Atg,PHD,81,Tx A&M,1990,
South Carolina St University,"Modeste, Nelson C.",C-Ac,,PHD,76,Florida,1994,
South Carolina St University,"Londhe, Suresh R.",Prof,,PHD,65,LSU,1969,
South Carolina St University,"Onunkwo, Emmanuel N.",Prof,,PHD,73,Geotown,1978,
South Carolina St University,"Karemera, David",Assoc,,PHD,89,Nebraska,1997,
South Carolina St University,"Kyereme, Stephen",Assoc,,PHD,84,Cornell,1984,
South Carolina St University,"Mustafa, Muhammad",Assoc,,PHD,88,Wayne St,1989,
South Carolina St University,"Selassie, Haile G.",Assoc,,PHD,83,Okla St,1984,
South Carolina St University,"Sureshwaran, S.",Asst,,PHD,89,Clemson,1990,
University of South Dakota,"Keller, Michael J.",Dean,,JD,74,S Dakota,2002,
University of South Dakota,"Powell, John",C,Mis,DBA,72,Indiana,1962,
University of South Dakota,"Brown, Ralph J.",Prof,,PHD,70,Colorado,1977,
University of South Dakota,"Reinke, Robert W.",Prof,,PHD,82,Minnesota,1987,
University of South Dakota,"Ring, Raymond J. Jr.",Prof,,PHD,73,Kansas,1978,
University of South Dakota,"Tosternd, Robert",Prof,,PHD,73,Manitoba,1991,
University of South Dakota,"Waldron, Randall",Asst,,PHD,94,Vanderbilt,1994,
South Dakota State Univ,"Cholick, Fred",Dean,,PHD,77,Colo St,1998,
South Dakota State Univ,"Shane, Richard C.",H-Pr,Q,PHD,78,Wash St,1977,
South Dakota State Univ,"Beutler, Martin K.",Prof,Q,PHD,86,Purdue,1986,
South Dakota State Univ,"Cumber, Carol J.",Prof,M,PHD,94,S Dak St,1990,
South Dakota State Univ,"Dobbs, Thomas L.",Prof,Q,PHD,69,Maryland,1978,
South Dakota State Univ,"Fausti, Scott W.",Prof,F,PHD,91,Illinois,1991,
South Dakota State Univ,"Janssen, Larry L.",Prof,Q,PHD,78,Nebraska,1978,
South Dakota State Univ,"Kim, Han J.",Prof,C,PHD,69,Oregon St,1967,
South Dakota State Univ,"Lamberton, Charles E.",Prof,G,PHD,75,Iowa St,1974,
South Dakota State Univ,"Lyons, Patrick A.",Prof,M,JD,74,S Dakota,1975,
South Dakota State Univ,"O'Brien, Jamie L.",Prof,K,MPA,84,S Dakota,1984,
South Dakota State Univ,"Pflueger, Burton W.",Prof,Q,PHD,85,Illinois,1985,
South Dakota State Univ,"Sondey, John A.",Prof,H,PHD,89,Wash St,1990,
South Dakota State Univ,"Adamson, Dwight W. (Bill)",Assoc,E,PHD,88,Wash St,1989,
South Dakota State Univ,"Franklin, Douglas R.",Assoc,Q,PHD,82,Utah,1988,
South Dakota State Univ,"Klein, Nicole L.",Assoc,Q,PHD,96,Kansas St,1997,
South Dakota State Univ,"Qasmi, Bashir A.",Assoc,Q,PHD,86,Iowa St,1987,
South Dakota State Univ,"Santos, Joseph",Assoc,E,PHD,96,Rutgers,1997,
South Dakota State Univ,"VanderSluis, Evert",Assoc,FO,PHD,93,Minnesota,1997,
South Dakota State Univ,"Zimmerman, Jason",Assoc,,D,PHD,,98Purdue,
South Dakota State Univ,"Diersen, Matthew",Asst,Q,PHD,99,Illinois,1999,
South Dakota State Univ,"Gustafson, Curtis O.",Asst,M,MPA,86,S Dakota,1989,
South Dakota State Univ,"Langelett, George",Asst,M,PHD,0,Nebraska,2002,
South Dakota State Univ,"Taylor, Gary",Asst,Q,PHD,95,Okla St,2000,
South Dakota State Univ,"Ellingson, Wayne D.",Inst,C,BS,70,Iowa St,1980,
South Dakota State Univ,"Rasmussen, Chris H.",Inst,M,BA,75,SW State,1978,
University of South Florida,"Anderson, Robert L.",Dean,,PHD,70,North Tx,1971,
University of South Florida,"Bellante, Donald M.",C-Pr,J,PHD,71,Fla St,1985,
University of South Florida,"DeSalvo, Joseph S.",Prof,R,PHD,68,Nrthwstrn,1983,
University of South Florida,"Gyimah-Brempong, Kwabena",Prof,O,PHD,81,Wayne St,1994,
University of South Florida,"Herander, Mark G.",Prof,F,PHD,80,N Carol,1979,
University of South Florida,"Porter, Philip K.",Prof,H,PHD,78,Tx A&M,1985,
University of South Florida,"Rowe, John W.",Prof,D,PHD,66,Illinois,1979,
University of South Florida,"Ford, Edward J. Jr.",Assoc,R,PHD,71,Boston C,1971,
University of South Florida,"Green-Weishaupt, Carole A.",Assoc,J,PHD,82,Illinois,1982,
University of South Florida,"Kamp, Bradley P.",Assoc,L,PHD,93,Ca-SnDgo,1992,
University of South Florida,"Loewy, Michael",Assoc,E,PHD,86,Minnesota,1998,
University of South Florida,"Picone, Gabriel A.",Assoc,C,PHD,93,Vanderbilt,1993,
University of South Florida,"Thomas, Christopher R.",Assoc,L,PHD,80,Tx A&M,1982,
University of South Florida,"DeSimone, Jeffrey",Asst,C,PHD,98,Yale,2003,
University of South Florida,"Bartlett, Sue A.",Lect,A,MA,93,S Fla,1994,
Southeast Missouri St Univ,"McDougall, Gerald S.",Dean,HL,PHD,74,Claremont,1993,
Southeast Missouri St Univ,"Summary, Rebecca M.",C-Pr,FA,PHD,83,Illinois,1983,
Southeast Missouri St Univ,"Domazlicky, Bruce R.",Prof,AK,PHD,76,Wyoming,1986,
Southeast Missouri St Univ,"Kerr, Peter M.",Prof,AEBF,PHD,79,Kansas,1980,
Southeast Missouri St Univ,"Park, Kang Hoon",Prof,CF,PHD,81,S Illinois,1979,
Southeast Missouri St Univ,"Sutton, Terry",Prof,B,PHD,70,Kansas St,1972,
Southeast Missouri St Univ,"Weber, William L.",Prof,GHI,PHD,86,S Illinois,1986,
Southeast Missouri St Univ,"Primont, Diane F.",Assoc,JDE,PHD,87,N Carol,1990,
Southeast Missouri St Univ,"Redmond, Willie",Asst,AFL,PHD,99,S Carol,1999,
Southeast Missouri St Univ,"Osterbaan, Cara",Inst,,MA,2,E Illinois,2002,
Southeastern Louisiana Univ,"Budden, Michael C.",Dean,Mktg,PHD,82,Arkansas,1999,
Southeastern Louisiana Univ,"Hsing, Yu",H-Pr,EJOR,PHD,83,Tennessee,1987,
Southeastern Louisiana Univ,"Gibson, Jo Anne",Assoc,EF,PHD,72,Miss,,
Southeastern Louisiana Univ,"Lee, Sang H.",Asst,E,PHD,99,Florida,,
Southeastern Louisiana Univ,"Leonard, John",Asst,,PHD,81,Ca-SnBarb,,
Southeastern Louisiana Univ,"Lin, Tin-Chun",Asst,E,PHD,1,Penn St,,
Southeastern Louisiana Univ,"Quayes, M. Shakil",Asst,E,PHD,0,Illinois,2001,
Southeastern Louisiana Univ,"Taylor, Leon E.",Asst,E,PHD,90,Maryland,,
Southeastern Louisiana Univ,"Thomasson, Henry E.",Asst,AJ,MS,,LSU,,
Southeastern Louisiana Univ,"Wang, Xuejun",Inst,E,PHD,97,Purdue,,
Southeastern Oklahoma State,"Mangrum, C. W.",Dean,,PHD,,,,
Southeastern Oklahoma State,"Chinn, Kenneth L.",C-Pr,EC,PHD,91,Colo St,1982,
Southeastern Oklahoma State,"Collier, George A. Jr.",Emer,ARM,PHD,78,Okla St,1972,
Southern Adventist Univ,"VanOrnam, Don",Dean,,PHD,95,Claremont,1997,
Southern Adventist Univ,"Erickson, Richard J.",Assoc,A,MBA,81,Aust Pea,1984,
Southern University,"Andrews, Donald R.",Dean,QR,PHD,80,Tx A&M,1995,
Southern University,"Yigletu, Ashagre",C-Ac,AE,PHD,72,Belgrade,1972,
Southern University,"Ghirmay, Ghebreyesus",Prof,,PHD,,Strathcl,2002,
Southern University,"Hingorani, Vineeta",Prof,G,PHD,94,N Orleans,1994,
Southern University,"Jindia, Jaswant R.",Prof,AO,PHD,70,Illinois,1970,
Southern University,"Muhammad, Andrew",Prof,,PHD,,Florida,2000,
Southern University,"Smyser, Michael W.",Prof,G,PHD,91,Fla Intl,1991,
Southern University,"Sung, No",Prof,,PHD,,LSU,2002,
Southern University,"Waters, Melissa S.",Prof,CJT,PHD,89,LSU,2000,
Southern Arkansas Univ,"Todd, Terrye A.",Dean,Atg,DBA,89,La Tech,1980,
Southern Arkansas Univ,"Ashby, David J.",C-Ac,Fnce,DBA,96,La Tech,1992,
Southern Arkansas Univ,"Horton, Marshall",Assoc,,PHD,,So Meth,1999,
Southern Arkansas Univ,"Scott, John",Assoc,,PHD,,S Carol,2002,
Univ of Southern California,"Dekle, Robert",C-Pr,,PHD,88,Yale,1998,
Univ of Southern California,"Cvitanic, Jaksa",Prof,,PHD,92,Columbia,1999,
Univ of Southern California,"Day, Richard H.",Prof,,PHD,61,Harvard,1976,
Univ of Southern California,"Easterlin, Richard A.",Prof,,PHD,53,Penn,1982,
Univ of Southern California,"Gordon, Peter",Prof,,PHD,71,Penn,1971,
Univ of Southern California,"Hsiao, Cheng",Prof,,PHD,72,Stanford,1985,
Univ of Southern California,"Imrohoroglu, Ayse",Prof,,PHD,88,Minnesota,1989,
Univ of Southern California,"Imrohoroglu, Selo",Prof,,PHD,88,Minnesota,1989,
Univ of Southern California,"Kalaba, Robert E.",Prof,,PHD,58,NYU,1969,
Univ of Southern California,"Kuran, Timur",Prof,,PHD,82,Stanford,1982,
Univ of Southern California,"Laffont, Jean-Jacques",Prof,,PHD,75,Harvard,2001,
Univ of Southern California,"MacLeod, Bentley",Prof,,PHD,84,Brit Colum,1997,
Univ of Southern California,"Magill, Michael J. P.",Prof,,PHD,70,Brown,1979,
Univ of Southern California,"Nugent, Jeffrey B.",Prof,,PHD,65,New Sch,1973,
Univ of Southern California,"Pesaran, M. Hashem",Prof,,PHD,72,Cambridge,2003,
Univ of Southern California,"Richardson, Harry W.",Prof,,MA,61,Manchest,1975,
Univ of Southern California,"Ridder, Geert",Prof,,PHD,87,Amsterdm,2000,
Univ of Southern California,"Sandler, Todd M.",Prof,HD,PHD,71,SUNY-Bin,2000,
Univ of Southern California,"Tan, Guofu",Prof,,PHD,90,Cal Tech,2003,
Univ of Southern California,"Vuong, Quang",Prof,,PHD,82,Nrthwstrn,1987,
Univ of Southern California,"Yett, Donald E.",Prof,,PHD,68,Berkeley,1966,
Univ of Southern California,"Betts, Caroline",Assoc,,PHD,94,Brit Colum,1994,
Univ of Southern California,"Carrillo, Juan",Assoc,,PHD,96,Toulouse,2003,
Univ of Southern California,"Cheng, Harrison C.",Assoc,,PHD,77,Berkeley,1978,
Univ of Southern California,"DePrano, Michael E.",Assoc,,PHD,63,Illinois,1963,
Univ of Southern California,"Rosendorff, Peter",Assoc,,PHD,93,Columbia,1992,
Univ of Southern California,"Brocas, Isabelle",Asst,,PHD,97,Toulouse,2003,
Univ of Southern California,"Heong, Hyeok",Asst,,PHD,0,Chicago,2000,
Univ of Southern California,"Kim, Jinwoo",Asst,,PHD,3,Wisconsin,2003,
Univ of Southern California,"Kim, Yong Jin",Asst,,PHD,3,LondonSE,2003,
Univ of Southern California,"Moon, Roger",Asst,,PHD,98,Yale,2000,
Univ of Southern California,"Perrigne, Isabelle",Asst,,PHD,91,Toulouse,1997,
Univ of Southern California,"Kamrany, Nake M.",SLect,,PHD,62,S Calif,1976,
Southern Connecticut St Un,"Kraft, Kenneth",Dean,,DBA,82,Maryland,1999,
Southern Connecticut St Un,"Andoh, Samuel Kojo",C-Pr,EO,PHD,86,NYU,,
Southern Connecticut St Un,"Bodo, Peter",Prof,CL,PHD,91,Conn,,
Southern Connecticut St Un,"Crakes, Gary M.",Prof,AI,PHD,84,Conn,1980,
Southern Connecticut St Un,"Eldridge, Robert M.",Prof,G,DBA,87,Geo Wash,,
Southern Connecticut St Un,"Mostaghimi, Mehdi",Prof,CEM,PHD,87,Virginia,8-84,
Southern Connecticut St Un,"Thorson, James A.",Prof,R,PHD,91,Il-Chicago,1992,
Southern Connecticut St Un,"Gebremariam, Yilma",Assoc,FO,PHD,89,S Calif,1990,
Southern Connecticut St Un,"Mills, Judith W.",Assoc,CNT,PHD,94,SUNY-SBr,1991,
Southern Connecticut St Un,"Abugri, Benjamin A.",Asst,,PHD,2,UIPA,2002,
Southern Connecticut St Un,"Grubacic, Sanja",Asst,EF,PHD,96,Conn,,
Southern Connecticut St Un,"Halsted, John M.",Asst,G,PHD,1,Conn,2000,
Southern Connecticut St Un,"Savage, Deborah A.",Asst,I,PHD,93,Conn,,
Southern Connecticut St Un,"Xie, Feixue (Faith)",Asst,FG,PHD,0,Pittsburgh,2001,
Southern Illinois Univ,"Clay Scott, Shirley",Dean,,PHD,73,Kent St,1999,
Southern Illinois Univ,"Grabowski, Richard L.",C-Pr,OF,PHD,77,Utah,1979,
Southern Illinois Univ,"Edelman, Milton",Emer,,PHD,51,Illinois,1950,
Southern Illinois Univ,"Laumas, G. S.",Emer,EC,PHD,66,Wayne St,1990,
Southern Illinois Univ,"Layer, Robert",Emer,,PHD,52,Harvard,1955,
Southern Illinois Univ,"Myers, John G.",Emer,,PHD,61,Columbia,1977,
Southern Illinois Univ,"Primont, Daniel A.",Prof,DC,PHD,70,Ca-SnBarb,1978,
Southern Illinois Univ,"Sharma, Subhash",Prof,C,PHD,83,Kentucky,1983,
Southern Illinois Univ,"Trescott, Paul B.",Emer,EB,PHD,54,Princeton,1976,
Southern Illinois Univ,"Dibooglu, Selhattin",Assoc,F,PHD,93,Iowa St,1993,
Southern Illinois Univ,"Ellis, Robert J. Jr.",Emer,,PHD,66,Virginia,1965,
Southern Illinois Univ,"Mitchell, Thomas M.",Assoc,DC,PHD,84,Brown,1983,
Southern Illinois Univ,"Sylwester, Kevin",Assoc,EO,PHD,97,Wisconsin,1998,
Southern Illinois Univ,"Watts, Alison",Assoc,DKL,PHD,93,Duke,2001,
Southern Illinois Univ,"Besci, Zsolt",Asst,EH,PHD,91,Wisconsin,2003,
Southern Illinois Univ,"Gilbert, Scott",Asst,C,PHD,96,Ca-SnDgo,1999,
"So Illinois, Edwardsville","Giamartino, Gary A.",Dean,Mgt,PHD,79,Vanderbilt,2002,
"So Illinois, Edwardsville","Hafer, Rik W.",C-Pr,EG,PHD,79,Va Tech,1989,
"So Illinois, Edwardsville","Elliott, Donald S. Jr.",Prof,AHMR,PHD,76,Minnesota,1976,
"So Illinois, Edwardsville","Kutan, Ali M.",Prof,EFG,PHD,90,Ariz St,1991,
"So Illinois, Edwardsville","Meisel, John B.",Prof,ADL,PHD,78,Boston C,1977,
"So Illinois, Edwardsville","Edmonds, Radcliff G. Jr.",Assoc,ACF,PHD,79,Michigan,1977,
"So Illinois, Edwardsville","Navin, John",Assoc,HIJ,PHD,92,Mich St,,
"So Illinois, Edwardsville","Jones, Garett",Asst,EG,PHD,0,Ca-SnDgo,2000,
"So Illinois, Edwardsville","Sullivan, Timothy",Asst,IJT,PHD,95,Maryland,1995,
"So Illinois, Edwardsville","Pettit, Mary Ann",Inst,A,MA,77,Tennessee,1989,
"So Illinois, Edwardsville","Richards, Warren",Inst,A,MS,90,S Il-Edw,2000,
"So Illinois, Edwardsville","Wolff, Laura",Inst,AO,MS,88,Missouri,1990,
Univ of Southern Indiana,"Klippel, R. Eugene",Dean,Mktg,PHD,71,Penn St,2003,
Univ of Southern Indiana,"Khayum, Mohammed",C-Pr,,PHD,90,Temple,1991,
Univ of Southern Indiana,"Cox, Steven R.",Prof,,PHD,71,Michigan,1989,
Univ of Southern Indiana,"Schibik, Timothy J.",Prof,,PHD,89,W Virginia,1988,
Univ of Southern Indiana,"Cashel-Cordo, Peter",Assoc,,PHD,88,Houston,1994,
Univ of Southern Indiana,"Lai, Choon-Shan",Asst,,PHD,2,Purdue,2002,
Univ of Southern Indiana,"Mujumdar, Sudesh",Asst,,PHD,0,Cincinnati,2001,
Univ of Southern Indiana,"Roy, Anusuya",Asst,,PHD,3,SUNY-Alb,2003,
Univ of Southern Indiana,"Mahoney, Timothy B.",Inst,,MS,65,Illinois,1987,
Univ of Southern Maine,"Roberts, Bruce B.",C-Pr,BE,PHD,81,Mass,1995,
Univ of Southern Maine,"Hillard, Michael",Prof,EJ,PHD,88,Mass,1987,
Univ of Southern Maine,"Feiner, Susan F.",Assoc,BN,PHD,81,Mass,1995,
Univ of Southern Maine,"Goldstein, Nance",Assoc,IJ,PHD,88,ThamesPol,y1987,
Univ of Southern Maine,"Mamgain, Vaishali",Assoc,CO,PHD,97,N Carol,1997,
Univ of Southern Maine,"Medley, Joseph E.",Assoc,BO,PHD,81,Mass,1983,
Univ of Southern Maine,"Phillips, William A.",Assoc,ACDF,PHD,79,Fla St,1980,
Southern Methodist Univ,"Neel, Jasper",Dean,,PHD,75,Tennessee,1997,"Dean and Vice Provost, Dedman College"
Southern Methodist Univ,"Balke, Nathan S.",C-Pr,EG,PHD,86,Nrthwstrn,1986,
Southern Methodist Univ,"Batra, Raveendra N.",Prof,F,PHD,69,S Illinois,1973,
Southern Methodist Univ,"Deb, Rajat",Prof,D,PHD,75,LondonEc,1976,
Southern Methodist Univ,"Fomby, Thomas",Prof,CD,PHD,75,Missouri,1975,
Southern Methodist Univ,"Hayes, Kathy J.",Prof,HIL,PHD,80,Syracuse,1986,"Associate Dean for Academic Affairs, Dedman College"
Southern Methodist Univ,"Maasoumi, Esfandiar",Prof,C,PHD,77,LondonEc,1976,Robert H. & Nancy Dedman Professor
Southern Methodist Univ,"Seo, Tae Kun",Prof,D,PHD,73,Tx A&M,1973,
Southern Methodist Univ,"Slottje, Daniel J.",Prof,DJK,PHD,83,Tx A&M,1989,
Southern Methodist Univ,"Weber, Shlomo",Prof,DHL,PHD,79,Hebrew,1993,Robert H. & Nancy Dedman Trustee Professor; Dir R.B. Johnson Economic Studies
Southern Methodist Univ,"Roy, Santanu",Assoc,DLQ,PHD,91,Cornell,2003,
